Gender,Name,Nationality,Age,Height,Weight,Occupation,Kids,Dish
M,Tom,Russia,24,159,65,Theater,0,Fish
M,Sam,Russia,24,167,112,Computer Science,3,Kebab
F,Charlie,France,23,174,117,Biology,2,Gnocchi
F,Sam,UK,24,162,76,Computer Science,3,Garlic butter naans
F,Teresa,China,21,158,116,Theater,1,Salad
M,Joel,Luxembourg,30,161,103,Literature,1,Hamburger
F,Teresa,UK,25,195,111,Finance,0,Garlic butter naans
M,Sam,Germany,22,181,83,Finance,3,Gnocchi
F,Zoey,Russia,28,168,98,Theater,0,Pizza
M,Eric,Italy,22,157,47,Physics,2,Spaghetti
F,Jude,Jamaica,25,170,62,Music,2,Gnocchi
F,Marie,Jamaica,26,161,109,Computer Science,0,Fish
M,Sofyan,UK,28,171,92,Psychology,1,Gnocchi
F,Marie,South Africa,24,181,119,Literature,1,Salad
F,Sabrina,Korea,23,151,93,Teaching,2,Sushi
F,Hannah,China,23,194,90,Biology,2,Kebab
M,Sam,US,23,153,51,Biology,0,Steak
F,Lucie,Sweden,29,167,104,Biology,1,Kebab
F,Emma,Germany,28,188,102,Literature,3,Hamburger
F,Mia,Italy,26,180,88,Medecine,2,Salad
F,Jude,Russia,26,187,107,Music,2,Fish
M,Carlos,Chile,27,179,95,Literature,2,Sushi
F,Jeanne,Japan,22,194,90,Physics,0,Fish
M,Jean,Luxembourg,26,174,116,Computer Science,2,Garlic butter naans
F,Kim,Canada,24,181,99,Physics,1,Spaghetti
F,Olivia,Jamaica,30,190,88,Literature,3,Fish
F,Hannah,Greece,22,167,82,Physics,0,Kebab
M,Charlie,Japan,24,159,53,Unemployed,1,Kebab
M,Joel,UK,25,192,93,Biology,3,Steak
F,Jeanne,Jamaica,28,153,72,Literature,2,Salad
F,Mia,Germany,27,159,75,Finance,2,Fish
M,Sofyan,South Africa,23,171,95,Unemployed,2,Steak
F,Teresa,Russia,28,193,118,Computer Science,2,Garlic butter naans
F,Sara,Canada,25,170,83,Unemployed,0,Hamburger
F,Jude,Canada,21,179,79,Business,2,Salad
F,Hannah,Jamaica,25,189,109,Teaching,0,Kebab
F,Sam,Greece,20,188,109,Theater,1,Fish
F,Teresa,France,30,163,115,Psychology,3,Gnocchi
F,Teresa,Italy,28,194,85,Medecine,0,Kebab
M,Carlos,Greece,20,175,80,Finance,0,Kebab
M,Tim,Greece,29,184,118,Teaching,2,Steak
M,Pedro,France,21,166,105,Theater,2,Fish
M,Fabio,US,26,180,99,Teaching,2,Spaghetti
F,Charlie,Canada,21,180,101,Theater,1,Kebab
F,Elsa,Canada,23,177,107,Physics,2,Spaghetti
M,Louis,Jamaica,25,188,94,Finance,0,Hamburger
F,Teresa,Chile,29,168,107,Theater,2,Fish
M,Eric,Italy,30,194,103,Unemployed,1,Pizza
M,Kevin,Jamaica,27,194,99,Theater,2,Steak
F,Hannah,Chile,24,184,105,Physics,3,Fish
F,Jude,Greece,25,168,83,Theater,0,Pizza
M,Yannick,South Africa,27,187,81,Literature,1,Gnocchi
M,Carlos,UK,28,190,105,Unemployed,3,Kebab
M,Louis,China,24,155,80,Computer Science,1,Fish
M,Kim,Chile,22,177,115,Music,0,Fish
F,Kim,UK,23,160,87,Medecine,3,Hamburger
F,Sara,Greece,24,169,117,Physics,1,Kebab
M,Charlie,US,21,162,83,Biology,3,Salad
M,Fabio,Korea,21,192,115,Unemployed,3,Hamburger
M,Joel,UK,27,195,112,Computer Science,3,Sushi
M,Kevin,Luxembourg,27,188,78,Computer Science,3,Pizza
M,Charlie,France,29,151,97,Computer Science,3,Steak
M,Kevin,Luxembourg,27,175,81,Computer Science,0,Hamburger
F,Hannah,Greece,25,193,117,Finance,2,Gnocchi
M,Sam,Chile,28,195,87,Biology,1,Gnocchi
F,Mia,Russia,22,193,109,Literature,0,Hamburger
F,Charlie,China,30,152,98,Unemployed,3,Pizza
F,Emma,Italy,27,156,73,Business,0,Kebab
M,Yannick,US,27,154,113,Psychology,2,Steak
F,Zoey,Sweden,21,152,74,Finance,2,Sushi
F,Sophie,Luxembourg,20,190,90,Teaching,0,Kebab
M,Fabio,Spain,24,194,111,Business,1,Salad
M,Jim,Korea,28,189,82,Unemployed,3,Fish
M,Charlie,Russia,27,192,86,Medecine,3,Spaghetti
M,Tim,Korea,26,178,115,Unemployed,0,Fish
F,Elsa,China,25,195,102,Teaching,1,Hamburger
M,Joel,Germany,20,181,74,Business,3,Pizza
F,Kim,Russia,20,193,92,Literature,0,Spaghetti
F,Kim,Chile,27,181,107,Physics,2,Kebab
M,Kim,Japan,20,163,115,Music,3,Salad
M,Kim,China,25,183,119,Literature,1,Kebab
F,Olivia,South Africa,21,177,86,Biology,0,Kebab
M,Jude,Sweden,28,171,63,Physics,3,Sushi
M,Joel,Korea,26,179,92,Computer Science,2,Spaghetti
F,Sophie,Luxembourg,29,181,96,Psychology,3,Pizza
M,Pedro,Luxembourg,29,194,98,Theater,0,Kebab
M,Tim,Luxembourg,24,177,107,Unemployed,3,Sushi
M,Sofyan,Spain,21,181,71,Mathematics,0,Pizza
F,Sabrina,France,21,168,92,Literature,1,Sushi
F,Olivia,Greece,24,191,99,Theater,1,Gnocchi
M,Tom,Luxembourg,23,191,83,Medecine,2,Hamburger
M,Charlie,South Africa,20,173,99,Finance,0,Spaghetti
M,Tim,South Africa,27,189,101,Literature,1,Pizza
M,Carlos,Russia,26,160,91,Unemployed,1,Spaghetti
M,Sam,Italy,25,162,54,Literature,2,Steak
M,Jean,Luxembourg,22,183,109,Finance,1,Salad
M,Yannick,Sweden,26,175,71,Finance,1,Steak
F,Marie,France,25,194,88,Music,3,Kebab
M,Kevin,Germany,21,167,59,Physics,1,Hamburger
M,Joel,Canada,30,191,94,Computer Science,3,Salad
M,Jean,Luxembourg,21,187,101,Mathematics,1,Fish
M,Kim,South Africa,21,161,106,Theater,3,Salad
M,Sam,Germany,29,162,99,Finance,0,Hamburger
F,Jude,Spain,26,176,76,Literature,3,Fish
M,Sam,Jamaica,26,165,64,Literature,1,Pizza
M,Eric,Chile,22,175,92,Music,1,Steak
F,Kim,Sweden,28,170,72,Physics,0,Garlic butter naans
M,Fabio,China,20,195,111,Physics,1,Salad
F,Hannah,US,21,179,93,Biology,1,Salad
M,Fabio,France,21,158,113,Teaching,2,Spaghetti
F,Zoey,Italy,20,152,102,Mathematics,1,Gnocchi
M,Jean,China,22,167,62,Literature,2,Salad
F,Jeanne,Italy,28,191,118,Medecine,2,Salad
F,Zoey,Germany,28,189,100,Medecine,2,Pizza
M,Carlos,Luxembourg,20,150,103,Biology,0,Pizza
M,Yannick,China,30,186,111,Theater,0,Steak
M,Fabio,UK,24,150,120,Literature,3,Garlic butter naans
M,Jamie,Luxembourg,20,193,111,Teaching,2,Pizza
F,Hannah,Greece,21,154,119,Teaching,3,Hamburger
M,Louis,Italy,20,172,86,Physics,1,Pizza
M,Kim,Canada,24,176,111,Psychology,1,Salad
F,Sophie,Japan,24,179,72,Literature,0,Hamburger
F,Jeanne,Canada,29,187,77,Literature,1,Sushi
M,Jude,UK,20,163,86,Business,2,Fish
F,Teresa,South Africa,23,155,104,Physics,2,Gnocchi
F,Isabel,Chile,21,156,56,Theater,1,Pizza
F,Marie,UK,28,156,62,Computer Science,1,Gnocchi
M,Pedro,UK,29,186,82,Biology,1,Fish
F,Jude,Germany,20,192,110,Computer Science,2,Hamburger
M,Carlos,Canada,21,171,78,Music,0,Salad
M,Jean,Italy,24,171,98,Mathematics,1,Steak
M,Jean,US,30,153,75,Theater,3,Gnocchi
F,Olivia,Germany,28,173,82,Biology,2,Sushi
M,Sofyan,South Africa,21,183,82,Literature,1,Garlic butter naans
M,Jean,Jamaica,22,156,119,Finance,2,Hamburger
M,Jean,Russia,24,186,104,Mathematics,2,Kebab
F,Sabrina,South Africa,20,153,86,Unemployed,2,Gnocchi
F,Jude,Korea,23,171,101,Computer Science,1,Fish
M,Jean,Korea,23,160,119,Teaching,1,Pizza
F,Olivia,Jamaica,20,189,114,Theater,2,Kebab
M,Kim,China,22,151,54,Music,1,Gnocchi
F,Teresa,Russia,29,161,52,Literature,0,Steak
F,Teresa,Canada,26,150,64,Unemployed,2,Salad
F,Jude,Canada,25,169,104,Literature,3,Fish
F,Isabel,US,23,163,105,Business,0,Hamburger
F,Mia,China,20,189,81,Medecine,0,Garlic butter naans
M,Roy,France,25,173,95,Mathematics,1,Fish
F,Lucie,Korea,28,162,95,Unemployed,0,Sushi
M,Carlos,Russia,25,171,79,Music,3,Salad
F,Sophie,US,24,153,117,Physics,0,Spaghetti
M,Yannick,France,27,160,86,Biology,3,Sushi
F,Ivy,China,30,178,116,Medecine,2,Kebab
F,Lucie,Greece,26,193,110,Psychology,2,Gnocchi
M,Valentin,South Africa,28,158,104,Literature,2,Sushi
F,Sam,Japan,25,160,105,Music,1,Gnocchi
F,Mia,Canada,26,170,119,Psychology,3,Sushi
F,Jude,South Africa,21,156,51,Mathematics,3,Gnocchi
M,Charlie,Sweden,22,154,101,Biology,3,Garlic butter naans
F,Emma,US,30,152,63,Teaching,2,Garlic butter naans
M,Louis,Canada,25,183,77,Physics,3,Salad
M,Jim,Korea,20,182,98,Psychology,0,Fish
M,Eric,UK,20,183,117,Teaching,2,Pizza
M,Kevin,France,29,164,114,Physics,0,Fish
M,Carlos,Jamaica,26,193,109,Psychology,3,Salad
M,Tim,China,21,160,86,Psychology,3,Steak
M,Jude,France,24,156,76,Music,0,Hamburger
F,Elsa,Chile,21,173,111,Physics,1,Salad
M,Roy,US,27,150,94,Biology,0,Spaghetti
M,Jude,Jamaica,25,165,110,Psychology,1,Steak
M,Kim,Greece,24,158,58,Unemployed,3,Spaghetti
F,Charlie,Spain,21,192,88,Literature,1,Gnocchi
M,Joel,US,29,195,101,Unemployed,3,Hamburger
M,Louis,Spain,24,183,79,Teaching,1,Steak
F,Hannah,UK,27,160,110,Psychology,1,Fish
F,Hannah,Korea,24,175,107,Finance,1,Steak
M,Charlie,Canada,30,165,84,Physics,1,Gnocchi
F,Elsa,Sweden,20,173,113,Biology,3,Hamburger
F,Lucie,Japan,24,155,64,Theater,0,Salad
F,Olivia,Sweden,21,153,64,Psychology,1,Hamburger
F,Ivy,Germany,27,162,77,Finance,2,Steak
M,Tom,US,24,160,81,Music,3,Hamburger
F,Olivia,US,22,191,102,Teaching,0,Pizza
F,Sophie,France,21,151,87,Music,2,Hamburger
F,Isabel,UK,29,170,106,Literature,0,Gnocchi
F,Sam,Jamaica,29,165,68,Unemployed,3,Garlic butter naans
F,Jude,China,29,180,71,Biology,2,Steak
M,Jim,UK,22,181,109,Music,0,Garlic butter naans
M,Louis,Germany,29,154,58,Theater,0,Hamburger
F,Emma,UK,29,151,64,Computer Science,3,Spaghetti
M,Pedro,Germany,30,157,52,Physics,3,Sushi
M,Tom,Chile,26,165,90,Medecine,2,Garlic butter naans
F,Sara,Sweden,26,193,110,Computer Science,0,Hamburger
F,Elsa,China,22,155,112,Mathematics,3,Hamburger
F,Teresa,Spain,28,160,117,Unemployed,1,Garlic butter naans
F,Emma,Canada,29,176,93,Literature,0,Spaghetti
M,Jamie,Spain,20,173,116,Music,2,Sushi
F,Sam,Jamaica,28,195,88,Music,2,Kebab
F,Lucie,Chile,29,188,99,Biology,0,Steak
M,Tom,South Africa,30,168,96,Unemployed,3,Sushi
F,Sabrina,China,27,154,45,Unemployed,3,Salad
M,Carlos,Sweden,28,168,99,Physics,3,Hamburger
F,Isabel,Chile,27,154,115,Physics,2,Kebab
M,Joel,Canada,30,160,104,Computer Science,1,Garlic butter naans
M,Valentin,Jamaica,20,195,119,Medecine,0,Salad
F,Jude,Canada,24,152,76,Mathematics,0,Garlic butter naans
F,Jeanne,Chile,24,170,92,Literature,0,Garlic butter naans
M,Jamie,Luxembourg,29,180,108,Business,3,Garlic butter naans
F,Kim,Luxembourg,22,170,81,Mathematics,1,Steak
M,Jude,UK,30,184,111,Finance,1,Fish
F,Isabel,Spain,25,166,103,Biology,2,Garlic butter naans
F,Sam,Italy,25,189,110,Business,2,Fish
M,Jamie,Japan,26,176,75,Theater,3,Salad
F,Sara,US,24,158,62,Teaching,1,Kebab
M,Carlos,US,26,174,64,Biology,3,Hamburger
F,Sabrina,Chile,26,174,86,Biology,3,Hamburger
F,Mia,UK,21,153,73,Theater,1,Spaghetti
M,Roy,UK,22,165,119,Unemployed,0,Hamburger
F,Isabel,Russia,27,194,88,Literature,3,Hamburger
M,Yannick,Luxembourg,23,176,71,Unemployed,1,Kebab
F,Sara,Korea,29,192,94,Unemployed,2,Garlic butter naans
M,Tim,US,23,153,51,Business,3,Salad
M,Pedro,Luxembourg,20,182,107,Finance,2,Pizza
M,Charlie,Russia,23,164,71,Theater,0,Pizza
M,Pedro,China,23,151,51,Music,1,Spaghetti
M,Kevin,France,27,178,78,Theater,1,Salad
M,Carlos,Italy,29,174,83,Biology,1,Spaghetti
F,Jeanne,France,22,160,93,Music,1,Hamburger
F,Lucie,Jamaica,27,159,109,Psychology,0,Fish
F,Kim,UK,20,188,82,Theater,0,Garlic butter naans
M,Kim,Russia,30,154,106,Physics,2,Salad
F,Jude,Spain,24,193,83,Literature,2,Hamburger
F,Jeanne,France,27,191,117,Music,0,Salad
M,Charlie,Chile,20,172,68,Computer Science,1,Fish
F,Jude,Korea,21,168,104,Computer Science,0,Spaghetti
F,Olivia,Italy,20,189,115,Music,3,Fish
M,Fabio,Jamaica,23,159,82,Physics,2,Spaghetti
M,Tim,Jamaica,24,176,87,Literature,2,Steak
F,Isabel,Luxembourg,29,174,116,Biology,1,Sushi
M,Louis,Luxembourg,28,164,77,Computer Science,3,Kebab
F,Sabrina,South Africa,29,162,77,Biology,1,Steak
M,Kevin,Germany,27,191,112,Teaching,3,Garlic butter naans
M,Sam,Russia,22,191,112,Literature,1,Steak
M,Pedro,Chile,23,195,116,Finance,2,Sushi
F,Teresa,UK,28,184,99,Biology,1,Spaghetti
F,Jamie,China,20,181,85,Physics,3,Steak
M,Joel,Greece,24,192,118,Literature,1,Spaghetti
F,Sabrina,Korea,21,158,120,Business,3,Spaghetti
F,Olivia,Jamaica,26,190,93,Literature,1,Gnocchi
M,Kim,Greece,30,171,79,Medecine,2,Spaghetti
F,Teresa,UK,20,195,110,Literature,0,Gnocchi
M,Tim,US,25,173,116,Literature,0,Salad
M,Jamie,Germany,23,170,67,Literature,0,Sushi
M,Carlos,Jamaica,25,154,70,Music,2,Kebab
F,Jamie,US,20,165,86,Teaching,3,Sushi
M,Carlos,Italy,21,150,80,Mathematics,1,Fish
M,Roy,Greece,23,163,57,Mathematics,1,Spaghetti
M,Tim,Spain,21,190,101,Finance,0,Sushi
F,Jude,Sweden,27,182,84,Medecine,2,Steak
M,Charlie,Germany,25,159,56,Music,1,Hamburger
M,Jamie,UK,22,153,52,Medecine,1,Pizza
F,Olivia,Spain,24,187,90,Computer Science,3,Steak
F,Sam,Japan,23,157,94,Music,3,Hamburger
M,Valentin,Greece,21,159,94,Computer Science,2,Sushi
F,Kim,Russia,21,188,80,Finance,0,Garlic butter naans
M,Sam,Spain,20,189,85,Teaching,0,Kebab
M,Roy,South Africa,30,158,64,Unemployed,1,Salad
M,Yannick,China,20,164,106,Literature,3,Pizza
M,Jim,Chile,30,154,93,Theater,3,Salad
F,Jeanne,Spain,25,178,115,Music,2,Spaghetti
M,Jim,France,28,174,67,Physics,2,Fish
F,Ivy,Jamaica,27,173,85,Literature,3,Kebab
M,Sam,Greece,24,154,45,Business,3,Gnocchi
F,Zoey,Canada,22,152,94,Mathematics,0,Salad
F,Olivia,UK,27,156,91,Music,1,Steak
M,Charlie,Canada,30,168,67,Physics,1,Garlic butter naans
M,Fabio,Greece,28,167,82,Mathematics,2,Fish
F,Hannah,UK,30,160,84,Teaching,3,Spaghetti
F,Sara,Germany,27,183,109,Finance,0,Kebab
M,Yannick,Germany,29,188,111,Physics,1,Spaghetti
F,Jeanne,Germany,21,152,49,Physics,3,Garlic butter naans
F,Hannah,Sweden,24,169,113,Teaching,0,Pizza
F,Sabrina,Germany,30,153,114,Psychology,1,Pizza
M,Sofyan,UK,26,157,82,Music,1,Salad
F,Olivia,Jamaica,30,180,82,Computer Science,2,Hamburger
M,Eric,Germany,25,152,68,Mathematics,2,Spaghetti
F,Olivia,France,30,171,116,Computer Science,0,Garlic butter naans
F,Mia,South Africa,20,167,76,Theater,3,Gnocchi
M,Joel,Sweden,25,195,120,Music,2,Pizza
F,Sabrina,US,28,169,96,Psychology,0,Spaghetti
F,Ivy,UK,25,180,70,Teaching,3,Hamburger
M,Sofyan,Sweden,27,166,96,Music,2,Pizza
M,Jean,China,23,180,72,Finance,3,Garlic butter naans
M,Kim,Italy,21,177,99,Physics,2,Fish
F,Mia,Greece,25,153,53,Literature,0,Garlic butter naans
M,Charlie,Jamaica,26,179,77,Teaching,3,Kebab
F,Jeanne,Greece,25,194,113,Unemployed,2,Fish
M,Louis,Italy,21,150,83,Literature,0,Fish
F,Kim,Germany,27,160,70,Literature,2,Steak
M,Jamie,UK,24,194,111,Teaching,0,Steak
F,Sabrina,Russia,28,166,110,Literature,1,Pizza
F,Marie,Spain,24,170,79,Unemployed,3,Garlic butter naans
F,Sam,France,28,178,106,Teaching,2,Steak
M,Kim,South Africa,26,182,75,Computer Science,0,Kebab
M,Charlie,Russia,23,172,84,Theater,0,Hamburger
F,Isabel,China,21,160,114,Psychology,0,Salad
F,Jamie,UK,28,169,70,Mathematics,1,Sushi
F,Marie,Jamaica,21,153,60,Computer Science,0,Spaghetti
M,Jim,Canada,28,180,103,Mathematics,1,Gnocchi
M,Louis,US,25,181,84,Teaching,0,Garlic butter naans
F,Marie,UK,25,180,89,Medecine,3,Kebab
F,Marie,UK,21,173,76,Business,0,Gnocchi
M,Sam,China,27,152,119,Computer Science,0,Sushi
F,Mia,France,24,183,108,Music,1,Spaghetti
F,Marie,South Africa,24,160,98,Business,0,Sushi
M,Tim,Sweden,28,190,118,Medecine,3,Spaghetti
M,Jim,Germany,30,160,56,Psychology,1,Hamburger
M,Eric,Korea,21,156,101,Psychology,3,Pizza
M,Carlos,Spain,22,167,67,Psychology,2,Fish
F,Jamie,Greece,26,152,112,Teaching,0,Kebab
M,Louis,Russia,29,177,102,Unemployed,2,Hamburger
F,Emma,South Africa,20,170,87,Biology,3,Gnocchi
F,Hannah,Japan,27,157,82,Teaching,3,Pizza
M,Eric,US,28,175,102,Unemployed,1,Kebab
F,Jeanne,Jamaica,27,187,103,Unemployed,0,Kebab
F,Isabel,Canada,27,174,79,Psychology,0,Sushi
M,Kevin,Spain,24,180,118,Physics,0,Fish
F,Jeanne,France,21,194,93,Finance,0,Sushi
F,Hannah,Jamaica,26,155,79,Theater,0,Salad
M,Fabio,Greece,27,164,115,Physics,0,Kebab
F,Olivia,China,26,178,98,Mathematics,1,Spaghetti
M,Eric,Korea,21,165,90,Computer Science,2,Gnocchi
M,Tom,UK,21,194,117,Literature,2,Gnocchi
F,Sabrina,Sweden,27,179,108,Finance,0,Sushi
F,Teresa,UK,21,167,70,Business,1,Gnocchi
M,Carlos,UK,24,165,120,Literature,0,Pizza
M,Kim,Jamaica,26,173,80,Physics,1,Gnocchi
M,Jamie,Canada,28,172,88,Computer Science,1,Kebab
F,Sam,UK,30,192,85,Medecine,2,Gnocchi
M,Charlie,Russia,25,152,49,Finance,0,Salad
F,Ivy,Japan,23,191,113,Music,2,Gnocchi
M,Jamie,US,23,190,103,Teaching,1,Pizza
M,Charlie,Canada,27,183,76,Physics,2,Kebab
F,Sam,China,23,171,71,Business,1,Steak
M,Louis,Korea,24,157,56,Physics,3,Sushi
M,Charlie,Russia,25,192,103,Biology,0,Fish
F,Charlie,Sweden,24,168,68,Mathematics,2,Gnocchi
M,Charlie,Jamaica,27,189,116,Teaching,0,Gnocchi
F,Marie,Japan,22,180,91,Psychology,2,Hamburger
F,Ivy,Sweden,24,157,84,Theater,1,Salad
F,Jeanne,France,29,182,118,Finance,2,Sushi
M,Jude,UK,20,150,62,Finance,0,Salad
M,Sofyan,Greece,23,181,100,Finance,0,Hamburger
M,Jude,Japan,26,174,70,Literature,3,Pizza
F,Jeanne,Korea,28,165,95,Literature,2,Spaghetti
M,Tom,US,20,192,94,Teaching,0,Spaghetti
M,Tom,China,30,176,110,Business,2,Fish
M,Yannick,Jamaica,23,171,107,Mathematics,2,Gnocchi
M,Kevin,China,28,189,88,Mathematics,1,Steak
M,Roy,Chile,23,170,77,Medecine,0,Steak
M,Sofyan,Korea,26,183,84,Music,2,Sushi
M,Jim,Korea,29,186,106,Biology,2,Garlic butter naans
M,Fabio,Luxembourg,22,185,81,Psychology,2,Fish
M,Jude,Canada,26,157,55,Business,3,Salad
F,Olivia,Jamaica,28,168,119,Teaching,3,Garlic butter naans
F,Olivia,France,21,186,109,Computer Science,2,Salad
M,Sam,Jamaica,22,189,95,Computer Science,3,Pizza
F,Marie,Korea,29,166,87,Music,1,Hamburger
M,Jim,Spain,25,169,62,Literature,1,Salad
M,Tom,Russia,28,175,83,Medecine,3,Salad
M,Fabio,Italy,27,159,51,Biology,2,Sushi
F,Ivy,Chile,28,185,110,Finance,0,Steak
M,Tim,UK,27,180,94,Theater,1,Fish
F,Hannah,Germany,22,191,108,Physics,3,Pizza
F,Sabrina,Spain,30,168,71,Physics,0,Salad
F,Jeanne,Korea,22,177,106,Music,0,Salad
F,Marie,Spain,30,156,113,Teaching,3,Gnocchi
M,Tim,Luxembourg,27,182,81,Mathematics,1,Pizza
M,Sam,South Africa,29,155,103,Physics,1,Fish
F,Emma,Korea,28,184,99,Computer Science,1,Fish
F,Jeanne,Sweden,21,169,68,Music,2,Pizza
F,Teresa,China,30,190,105,Physics,0,Sushi
M,Jamie,Canada,20,182,104,Biology,3,Hamburger
F,Sophie,Jamaica,21,175,70,Theater,0,Steak
F,Emma,Greece,23,167,58,Theater,3,Spaghetti
F,Jamie,Jamaica,25,182,115,Theater,3,Steak
F,Jeanne,US,22,171,66,Unemployed,0,Gnocchi
F,Isabel,Korea,26,170,107,Theater,0,Hamburger
M,Eric,Spain,21,185,80,Psychology,3,Pizza
F,Olivia,Germany,24,192,84,Mathematics,2,Fish
F,Jamie,Germany,20,174,91,Business,0,Gnocchi
F,Olivia,Luxembourg,24,171,112,Medecine,2,Salad
F,Isabel,Jamaica,23,192,107,Finance,3,Gnocchi
M,Tim,Russia,24,194,110,Physics,0,Spaghetti
F,Jamie,US,21,186,77,Computer Science,3,Pizza
F,Sam,Korea,21,170,92,Literature,1,Spaghetti
M,Jim,Greece,24,151,106,Theater,0,Hamburger
F,Hannah,Germany,22,177,73,Music,1,Hamburger
F,Hannah,Chile,20,190,103,Unemployed,1,Fish
M,Charlie,France,23,167,66,Business,2,Sushi
F,Emma,Italy,27,188,94,Theater,2,Pizza
F,Marie,China,20,154,102,Medecine,0,Gnocchi
F,Ivy,Italy,24,181,114,Literature,1,Fish
M,Louis,Japan,28,175,81,Unemployed,2,Kebab
F,Lucie,Greece,23,184,94,Physics,0,Salad
M,Tim,China,27,154,66,Psychology,0,Gnocchi
F,Hannah,US,25,163,109,Physics,3,Hamburger
M,Jude,Canada,23,169,59,Medecine,1,Pizza
F,Ivy,Chile,27,188,87,Mathematics,0,Fish
M,Carlos,Russia,29,194,97,Unemployed,0,Salad
M,Kim,South Africa,21,169,83,Mathematics,0,Sushi
F,Sam,Korea,25,191,82,Mathematics,0,Kebab
M,Tim,Korea,25,185,77,Unemployed,2,Spaghetti
M,Roy,Chile,29,166,110,Teaching,1,Hamburger
M,Eric,Russia,27,164,59,Medecine,2,Salad
F,Mia,South Africa,20,155,45,Music,2,Spaghetti
F,Sabrina,China,30,181,114,Music,0,Fish
F,Jeanne,China,28,153,54,Biology,1,Fish
F,Zoey,US,25,192,110,Computer Science,3,Sushi
F,Sam,France,30,172,81,Music,2,Hamburger
F,Mia,US,26,168,72,Mathematics,2,Kebab
M,Kim,Greece,26,191,83,Business,2,Garlic butter naans
F,Kim,UK,26,170,71,Literature,3,Sushi
M,Joel,China,23,188,80,Teaching,2,Hamburger
F,Hannah,Italy,28,184,119,Teaching,0,Steak
M,Jean,UK,30,194,108,Literature,0,Sushi
M,Louis,Spain,21,151,42,Literature,0,Salad
F,Elsa,Russia,21,170,71,Theater,3,Sushi
M,Kim,Korea,30,188,120,Business,1,Fish
F,Jeanne,Luxembourg,21,155,57,Mathematics,0,Hamburger
M,Jean,South Africa,28,167,58,Finance,1,Fish
F,Olivia,Russia,23,175,105,Computer Science,1,Gnocchi
F,Mia,China,21,169,59,Biology,0,Salad
F,Sara,Germany,27,180,104,Physics,3,Gnocchi
F,Ivy,Sweden,24,187,79,Theater,1,Garlic butter naans
F,Ivy,Sweden,30,177,82,Literature,1,Fish
F,Sam,Russia,24,151,108,Business,0,Hamburger
F,Sophie,US,30,186,100,Unemployed,2,Steak
M,Louis,Canada,20,159,102,Physics,1,Pizza
M,Pedro,China,26,179,114,Biology,3,Steak
M,Yannick,South Africa,21,170,119,Business,0,Gnocchi
M,Sam,Jamaica,20,177,74,Theater,2,Steak
F,Isabel,Korea,30,180,83,Biology,2,Fish
F,Mia,Greece,24,167,77,Computer Science,2,Salad
M,Fabio,Korea,28,194,91,Literature,1,Salad
M,Kevin,China,22,194,119,Finance,3,Hamburger
M,Pedro,UK,23,164,90,Psychology,3,Hamburger
F,Isabel,Canada,21,154,66,Business,2,Steak
M,Roy,Japan,29,188,83,Music,2,Fish
F,Mia,US,23,192,103,Computer Science,1,Pizza
M,Louis,Sweden,28,171,68,Business,3,Spaghetti
M,Jim,France,20,166,100,Teaching,1,Kebab
F,Sabrina,Germany,21,153,78,Teaching,1,Salad
F,Sam,South Africa,20,175,109,Music,3,Spaghetti
M,Kim,Japan,27,176,105,Business,3,Sushi
M,Jean,Luxembourg,24,177,101,Biology,3,Gnocchi
M,Tom,Spain,25,192,100,Teaching,1,Garlic butter naans
M,Jamie,South Africa,26,184,84,Physics,1,Sushi
M,Eric,Russia,30,174,90,Business,3,Fish
M,Sofyan,Korea,25,155,83,Mathematics,2,Gnocchi
F,Zoey,Spain,24,195,98,Psychology,1,Sushi
F,Charlie,US,24,161,97,Physics,1,Gnocchi
F,Mia,Jamaica,25,177,80,Theater,1,Steak
M,Tim,Korea,30,160,59,Literature,2,Steak
M,Roy,Chile,29,171,77,Theater,0,Steak
M,Fabio,UK,23,168,71,Finance,0,Spaghetti
M,Yannick,Japan,25,181,72,Finance,2,Salad
M,Carlos,Jamaica,20,165,115,Music,0,Steak
M,Jude,Greece,29,172,84,Psychology,2,Steak
F,Hannah,US,20,178,97,Theater,0,Spaghetti
M,Jude,Greece,25,192,112,Unemployed,0,Kebab
F,Elsa,Germany,29,163,82,Biology,2,Gnocchi
F,Olivia,Korea,25,178,117,Finance,3,Garlic butter naans
F,Isabel,Greece,29,187,94,Unemployed,2,Garlic butter naans
F,Ivy,Greece,25,174,67,Physics,3,Hamburger
M,Yannick,Italy,21,180,73,Medecine,0,Steak
M,Sam,Russia,23,164,59,Business,0,Salad
F,Sabrina,France,24,159,104,Physics,0,Gnocchi
F,Sara,Russia,23,157,64,Unemployed,0,Salad
M,Kevin,Korea,22,153,97,Teaching,1,Gnocchi
M,Valentin,Canada,30,156,113,Finance,3,Salad
M,Eric,Germany,21,173,111,Computer Science,0,Salad
M,Joel,Jamaica,27,154,94,Music,0,Pizza
F,Mia,Jamaica,29,157,83,Medecine,2,Fish
F,Ivy,Russia,29,182,93,Medecine,3,Salad
F,Olivia,France,23,192,84,Computer Science,1,Salad
F,Jamie,Korea,26,188,80,Computer Science,1,Salad
F,Elsa,Greece,20,183,84,Finance,2,Steak
M,Tim,Russia,24,176,106,Business,3,Garlic butter naans
M,Charlie,Sweden,28,192,111,Psychology,0,Fish
